pet_type,product_id,parent_product_id,base_product_name,product_name,brand_id,brand_name,manufacturer,category_id,category_name,subcategory_id,subcategory_name,product_type,variations_or_target,priority,note,source_url,is_active,content_amount,flavor,scent,variant_source,split_status,needs_research,review_reason,verification_status,verified_source_url,verified_note,verified_at
rabbit,pet_0147,,バニーセレクション プロ シニア,バニーセレクション プロ シニア,brand_rabbit_,イースター,イースター,rabbit_food,うさぎ用フード,rabbit_pellet,rabbit・pellet,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.npf.co.jp/products/smallfood/,true,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,verified_active,https://www.yeaster.co.jp/products/rabbitfood/brand/20,公式ラインアップでバニーセレクションプロ シニア・5歳以上を確認。,2026-07-19
rabbit,pet_0148,,チモシーの恵,チモシーの恵,brand_rabbit_,ハイペット,ハイペット,rabbit_food,うさぎ用フード,rabbit_hay_treat,rabbit・hay・treat,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.npf.co.jp/products/smallfood/,true,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,verified_active,https://www.hipet.co.jp/product/%E3%83%81%E3%83%A2%E3%82%B7%E3%83%BC%E3%81%AE%E6%81%B5/,ハイペット公式商品ページでチモシーの恵を確認。,2026-07-19
rabbit,pet_0149,,チモシーの恵 フィールド,チモシーの恵 フィールド,brand_rabbit_,ハイペット,ハイペット,rabbit_food,うさぎ用フード,rabbit_hay_treat,rabbit・hay・treat,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.npf.co.jp/products/smallfood/,false,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,not_found_official,https://www.hipet.co.jp/product/%E3%83%81%E3%83%A2%E3%82%B7%E3%83%BC%E3%81%AE%E6%81%B5/,ハイペット公式現行商品ページと公式サイト検索にチモシーの恵 フィールドを確認できない。,2026-07-19
rabbit,pet_0150,,うさぎのきわみ,うさぎのきわみ,brand_rabbit_,ハイペット,ハイペット,rabbit_food,うさぎ用フード,rabbit_hay_treat,rabbit・hay・treat,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.npf.co.jp/products/smallfood/,true,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,verified_active,https://www.hipet.co.jp/product/%E3%81%86%E3%81%95%E3%81%8E%E3%81%AE%E3%81%8D%E3%82%8F%E3%81%BF-850g/,ハイペット公式商品ページでうさぎのきわみを確認。容量違いは統合。,2026-07-19
rabbit,pet_0151,,うさぎのきわみ トリーツ毛玉ケア,うさぎのきわみ トリーツ毛玉ケア,brand_rabbit_,ハイペット,ハイペット,rabbit_food,うさぎ用フード,rabbit_hay_treat,rabbit・hay・treat,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.npf.co.jp/products/smallfood/,true,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,verified_active,https://www.hipet.co.jp/en/product/%E8%8B%B1%E8%AA%9E%E3%80%80%E3%81%86%E3%81%95%E3%81%8E%E3%81%AE%E3%81%8D%E3%82%8F%E3%81%BF%E3%83%88%E3%83%AA%E3%83%BC%E3%83%84%E6%AF%9B%E7%8E%89%E3%82%B1%E3%82%A2%E3%80%80%EF%BC%91%EF%BC%90%EF%BC%90/,ハイペット公式商品ページでうさぎのきわみ トリーツ毛玉ケアを確認。,2026-07-19
rabbit,pet_0152,,パスチャーチモシー,パスチャーチモシー,brand_rabbit_,ハイペット,ハイペット,rabbit_food,うさぎ用フード,rabbit_hay_treat,rabbit・hay・treat,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.npf.co.jp/products/smallfood/,true,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,verified_active,https://www.hipet.co.jp/product/%E3%83%91%E3%82%B9%E3%83%81%E3%83%A3%E3%83%BC%E3%83%81%E3%83%A2%E3%82%B7%E3%83%BC/,ハイペット公式商品ページでパスチャーチモシーを確認。,2026-07-19
rabbit,pet_0153,,パスチャーアルファルファ,パスチャーアルファルファ,brand_rabbit_,ハイペット,ハイペット,rabbit_food,うさぎ用フード,rabbit_hay_treat,rabbit・hay・treat,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.npf.co.jp/products/smallfood/,true,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,verified_active,https://www.hipet.co.jp/product/%E3%83%91%E3%82%B9%E3%83%81%E3%83%A3%E3%83%BC%E3%82%A2%E3%83%AB%E3%83%95%E3%82%A1%E3%83%AB%E3%83%95%E3%82%A1/,ハイペット公式商品ページでパスチャーアルファルファを確認。,2026-07-19
rabbit,pet_0154,,恵 バイタルラビット,恵 バイタルラビット,brand_rabbit_,ハイペット,ハイペット,rabbit_food,うさぎ用フード,rabbit_hay_treat,rabbit・hay・treat,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.npf.co.jp/products/smallfood/,true,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,verified_active,https://www.hipet.co.jp/product/%E6%81%B5%E3%83%90%E3%82%A4%E3%82%BF%E3%83%AB%E3%83%A9%E3%83%93%E3%83%83%E3%83%88300g/,ハイペット公式商品ページで恵バイタルラビットを確認。,2026-07-19
rabbit,pet_0155,,うさぎのヘルシープレミアム,うさぎのヘルシープレミアム,brand_rabbit_,ハイペット,ハイペット,rabbit_food,うさぎ用フード,rabbit_hay_treat,rabbit・hay・treat,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.npf.co.jp/products/smallfood/,false,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,not_found_official,https://www.hipet.co.jp/,ハイペット公式現行商品ページと公式サイト検索にうさぎのヘルシープレミアムを確認できない。,2026-07-19
rabbit,pet_0156,,ラビジョン ラビットフード オールステージ,ラビジョン ラビットフード オールステージ,brand_rabbit_,日本ペットフード,日本ペットフード,rabbit_food,うさぎ用フード,rabbit_pellet,rabbit・pellet,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.npf.co.jp/products/smallfood/,true,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,verified_active,https://www.npf.co.jp/lovision/index.html,公式ブランドページでラビジョン ラビットフード オールステージを確認。,2026-07-19
rabbit,pet_0157,,ラビジョン ラビットフード 5歳からのシニア,ラビジョン ラビットフード 5歳からのシニア,brand_rabbit_,日本ペットフード,日本ペットフード,rabbit_food,うさぎ用フード,rabbit_pellet,rabbit・pellet,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.npf.co.jp/products/smallfood/,true,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,verified_active,https://www.npf.co.jp/lovision/index.html,公式ブランドページでラビジョン ラビットフード 5歳からのシニアを確認。,2026-07-19
rabbit,pet_0158,,ラビットフード コンフィデンス,ラビットフード コンフィデンス,brand_rabbit_,日本ペットフード,日本ペットフード,rabbit_food,うさぎ用フード,rabbit_pellet,rabbit・pellet,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.npf.co.jp/products/smallfood/,false,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,not_found_official,https://www.npf.co.jp/smallanimal-products/rabbit,日本ペットフード公式現行うさぎフード一覧にラビットフード コンフィデンスを確認できない。,2026-07-19
rabbit,pet_0159,,ラビットフード ヘルシープレミアム,ラビットフード ヘルシープレミアム,brand_rabbit_,日本ペットフード,日本ペットフード,rabbit_food,うさぎ用フード,rabbit_pellet,rabbit・pellet,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.npf.co.jp/products/smallfood/,false,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,discontinued,https://www.npf.co.jp/news,日本ペットフード公式お知らせ一覧でラビットフード ヘルシープレミアムの終売告知を確認。,2026-07-19
rabbit,pet_0160,,ラビットフード チモシー,ラビットフード チモシー,brand_rabbit_,日本ペットフード,日本ペットフード,rabbit_food,うさぎ用フード,rabbit_pellet,rabbit・pellet,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.npf.co.jp/products/smallfood/,false,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,not_found_official,https://www.npf.co.jp/smallanimal-products/rabbit,日本ペットフード公式現行うさぎフード一覧にラビットフード チモシーを確認できない。,2026-07-19
small_mammal,pet_0161,,ひかりハムハム,ひかりハムハム,brand_small_mammal_,キョーリン,キョーリン,small_mammal_food,小動物用フード,hamster_food,hamster・food,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.kyorin-net.co.jp/product/index.html,true,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,verified_active,https://www.kyorin-net.co.jp/animal/an06.html,公式商品ページでひかりハムハム・全ハムスター用・全年齢対応完全栄養食を確認。,2026-07-19
small_mammal,pet_0162,,ひかりハムハム 寿,ひかりハムハム 寿,brand_small_mammal_,キョーリン,キョーリン,small_mammal_food,小動物用フード,hamster_food,hamster・food,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.kyorin-net.co.jp/product/index.html,false,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,not_found_official,https://www.kyorin-net.co.jp/product/index.html,キョーリン公式現行商品一覧にひかりハムハム 寿を確認できない。,2026-07-19
small_mammal,pet_0163,,ひかりハムハム クッキー,ひかりハムハム クッキー,brand_small_mammal_,キョーリン,キョーリン,small_mammal_food,小動物用フード,hamster_food,hamster・food,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.kyorin-net.co.jp/product/index.html,false,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,not_found_official,https://www.kyorin-net.co.jp/product/index.html,キョーリン公式現行商品一覧にひかりハムハム クッキーを確認できない。,2026-07-19
small_mammal,pet_0164,,ハムスターの主食,ハムスターの主食,brand_small_mammal_,キョーリン,キョーリン,small_mammal_food,小動物用フード,hamster_food,hamster・food,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.kyorin-net.co.jp/product/index.html,false,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,not_found_official,https://www.kyorin-net.co.jp/product/index.html,キョーリン公式現行商品一覧にハムスターの主食を確認できない。,2026-07-19
small_mammal,pet_0165,,ハムスターの主食 スペシャル,ハムスターの主食 スペシャル,brand_small_mammal_,キョーリン,キョーリン,small_mammal_food,小動物用フード,hamster_food,hamster・food,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.kyorin-net.co.jp/product/index.html,false,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,not_found_official,https://www.kyorin-net.co.jp/product/index.html,キョーリン公式現行商品一覧にハムスターの主食 スペシャルを確認できない。,2026-07-19
small_mammal,pet_0166,,ハムスターのまんま,ハムスターのまんま,brand_small_mammal_,キョーリン,キョーリン,small_mammal_food,小動物用フード,hamster_food,hamster・food,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.kyorin-net.co.jp/product/index.html,false,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,not_found_official,https://www.kyorin-net.co.jp/product/index.html,キョーリン公式現行商品一覧にハムスターのまんまを確認できない。,2026-07-19
small_mammal,pet_0167,,ハムスターのまんま スペシャル,ハムスターのまんま スペシャル,brand_small_mammal_,キョーリン,キョーリン,small_mammal_food,小動物用フード,hamster_food,hamster・food,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.kyorin-net.co.jp/product/index.html,false,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,not_found_official,https://www.kyorin-net.co.jp/product/index.html,キョーリン公式現行商品一覧にハムスターのまんま スペシャルを確認できない。,2026-07-19
small_mammal,pet_0168,,リックゼリー,リックゼリー,brand_small_mammal_,キョーリン,キョーリン,small_mammal_food,小動物用フード,hamster_food,hamster・food,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.kyorin-net.co.jp/product/index.html,true,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,verified_active,https://www.kyorin-net.co.jp/product/index.html,キョーリン公式商品一覧でリックゼリーを確認。,2026-07-19
small_mammal,pet_0169,,ひかりハリネズ,ひかりハリネズ,brand_small_mammal_,キョーリン,キョーリン,small_mammal_food,小動物用フード,hamster_food,hamster・food,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.kyorin-net.co.jp/product/index.html,true,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,verified_active,https://www.kyorin-net.co.jp/animal/index.html,公式小動物用飼料一覧でひかりハリネズを確認。,2026-07-19
small_mammal,pet_0170,,ひかりハリネズ 群れのごちそう,ひかりハリネズ 群れのごちそう,brand_small_mammal_,キョーリン,キョーリン,small_mammal_food,小動物用フード,hamster_food,hamster・food,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.kyorin-net.co.jp/product/index.html,false,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,not_found_official,https://www.kyorin-net.co.jp/product/index.html,キョーリン公式現行商品一覧にひかりハリネズ 群れのごちそうを確認できない。,2026-07-19
small_mammal,pet_0171,,ハムスターセレクション,ハムスターセレクション,brand_small_mammal_,イースター,イースター,small_mammal_food,小動物用フード,small_mammal_pellet,small・mammal・pellet,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.npf.co.jp/products/smallfood/,true,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,verified_active,https://www.yeaster.co.jp/products/smallanimalfood/brand/15,公式ラインアップでハムスターセレクションを確認。,2026-07-19
small_mammal,pet_0172,,ハムスターセレクション パフォーマンス,ハムスターセレクション パフォーマンス,brand_small_mammal_,イースター,イースター,small_mammal_food,小動物用フード,small_mammal_pellet,small・mammal・pellet,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.npf.co.jp/products/smallfood/,false,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,not_found_official,https://www.yeaster.co.jp/products/smallanimalfood/brand/15,イースター公式現行ラインアップにハムスターセレクション パフォーマンスを確認できない。,2026-07-19
small_mammal,pet_0173,,モルモットセレクション シニア,モルモットセレクション シニア,brand_small_mammal_,イースター,イースター,small_mammal_food,小動物用フード,small_mammal_pellet,small・mammal・pellet,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.npf.co.jp/products/smallfood/,false,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,not_found_official,https://www.yeaster.co.jp/products/smallanimalfood/brand/15,イースター公式現行ラインアップにモルモットセレクション シニアを確認できない。,2026-07-19
small_mammal,pet_0174,,モルモットセレクション プロ,モルモットセレクション プロ,brand_small_mammal_,イースター,イースター,small_mammal_food,小動物用フード,small_mammal_pellet,small・mammal・pellet,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.npf.co.jp/products/smallfood/,true,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,verified_active,https://www.yeaster.co.jp/news/detail/62,公式新商品案内でモルモットセレクションプロを確認。,2026-07-19
small_mammal,pet_0175,,チンチラセレクション プロ,チンチラセレクション プロ,brand_small_mammal_,イースター,イースター,small_mammal_food,小動物用フード,small_mammal_pellet,small・mammal・pellet,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.npf.co.jp/products/smallfood/,true,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,verified_active,https://www.yeaster.co.jp/news/detail/62,公式新商品案内でチンチラセレクションプロを確認。,2026-07-19
small_mammal,pet_0176,,デグーセレクション プロ,デグーセレクション プロ,brand_small_mammal_,イースター,イースター,small_mammal_food,小動物用フード,small_mammal_pellet,small・mammal・pellet,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.npf.co.jp/products/smallfood/,true,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,verified_active,https://www.yeaster.co.jp/news/detail/62,公式新商品案内でデグーセレクションプロを確認。,2026-07-19
small_mammal,pet_0177,,ハリネズミセレクション,ハリネズミセレクション,brand_small_mammal_,イースター,イースター,small_mammal_food,小動物用フード,small_mammal_pellet,small・mammal・pellet,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.npf.co.jp/products/smallfood/,true,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,verified_active,https://www.yeaster.co.jp/products/smallanimalfood/brand/15,公式ラインアップでハリネズミセレクションを確認。,2026-07-19
small_mammal,pet_0178,,ハムスターの主食 ミックスフード,ハムスターの主食 ミックスフード,brand_small_mammal_,マルカン,マルカン,small_mammal_food,小動物用フード,small_mammal_food,small・mammal・food,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.marukan.org/,false,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,not_found_official,https://page.mkgr.jp/product/category-1425/,マルカン公式現行ミニマルPRO一覧にハムスターの主食 ミックスフードを確認できない。現行掲載はリス・ハムの主食ミックスフードPRO。,2026-07-19
small_mammal,pet_0179,,ハムスターの主食 おいしい野菜ミックス,ハムスターの主食 おいしい野菜ミックス,brand_small_mammal_,マルカン,マルカン,small_mammal_food,小動物用フード,small_mammal_food,small・mammal・food,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.marukan.org/,false,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,not_found_official,https://page.mkgr.jp/product/category-1425/,マルカン公式現行ミニマルPRO一覧にハムスターの主食 おいしい野菜ミックスを確認できない。,2026-07-19
small_mammal,pet_0180,,ハムスターの主食 おいしい穀物ミックス,ハムスターの主食 おいしい穀物ミックス,brand_small_mammal_,マルカン,マルカン,small_mammal_food,小動物用フード,small_mammal_food,small・mammal・food,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.marukan.org/,false,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,not_found_official,https://page.mkgr.jp/product/category-1425/,マルカン公式現行ミニマルPRO一覧にハムスターの主食 おいしい穀物ミックスを確認できない。,2026-07-19
small_mammal,pet_0181,,リス・ハムの主食 ミックスフード,リス・ハムの主食 ミックスフード,brand_small_mammal_,マルカン,マルカン,small_mammal_food,小動物用フード,small_mammal_food,small・mammal・food,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.marukan.org/,true,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,verified_active,https://page.mkgr.jp/?p=3937,マルカン公式商品ページでリス・ハムの主食ミックスフードを確認。容量違いは統合。,2026-07-19
small_mammal,pet_0182,,モルモットの主食,モルモットの主食,brand_small_mammal_,マルカン,マルカン,small_mammal_food,小動物用フード,small_mammal_food,small・mammal・food,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.marukan.org/,false,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,not_found_official,https://page.mkgr.jp/product/small_animals/category-1342/,マルカン公式現行小動物フード一覧にモルモットの主食を確認できない。現行掲載はモルモットの主食逸品グルメ。,2026-07-19
small_mammal,pet_0183,,チンチラの主食,チンチラの主食,brand_small_mammal_,マルカン,マルカン,small_mammal_food,小動物用フード,small_mammal_food,small・mammal・food,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.marukan.org/,false,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,not_found_official,https://page.mkgr.jp/product/small_animals/category-1342/,マルカン公式現行小動物フード一覧にチンチラの主食を確認できない。現行掲載はチンチラの主食逸品グルメ。,2026-07-19
small_mammal,pet_0184,,デグーの主食,デグーの主食,brand_small_mammal_,マルカン,マルカン,small_mammal_food,小動物用フード,small_mammal_food,small・mammal・food,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.marukan.org/,false,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,not_found_official,https://page.mkgr.jp/product/small_animals/category-1342/,マルカン公式現行小動物フード一覧にデグーの主食を確認できない。現行掲載はデグーの主食逸品グルメ。,2026-07-19
small_mammal,pet_0185,,ハリネズミの主食,ハリネズミの主食,brand_small_mammal_,マルカン,マルカン,small_mammal_food,小動物用フード,small_mammal_food,small・mammal・food,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.marukan.org/,false,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,not_found_official,https://page.mkgr.jp/product/small_animals/category-1342/,マルカン公式現行小動物フード一覧にハリネズミの主食を確認できない。現行掲載はハリネズミの主食逸品グルメおよびトリプルバランス。,2026-07-19
small_mammal,pet_0186,,小動物の果実ミックス,小動物の果実ミックス,brand_small_mammal_,マルカン,マルカン,small_mammal_food,小動物用フード,small_mammal_food,small・mammal・food,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.marukan.org/,false,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,not_found_official,https://page.mkgr.jp/product/category-1425/,マルカン公式現行ミニマルPRO一覧に小動物の果実ミックスを確認できない。現行掲載はフルーツミックスPRO。,2026-07-19
small_mammal,pet_0187,,小動物の野菜ミックス,小動物の野菜ミックス,brand_small_mammal_,マルカン,マルカン,small_mammal_food,小動物用フード,small_mammal_food,small・mammal・food,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.marukan.org/,false,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,not_found_official,https://page.mkgr.jp/product/category-1425/,マルカン公式現行ミニマルPRO一覧に小動物の野菜ミックスを確認できない。,2026-07-19
bird,pet_0188,,キラピピ インコ 小粒,キラピピ インコ 小粒,brand_bird_,キョーリン,キョーリン,bird_food,鳥用フード,bird_pellet,bird・pellet,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.kyorin-net.co.jp/product/index.html,true,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,verified_active,https://www.kyorin-net.co.jp/bird/index.html,公式鳥用飼料一覧でキラピピ インコ小粒を確認。セキセイインコ・小型インコ向け。,2026-07-19
bird,pet_0189,,キラピピ インコ 中粒,キラピピ インコ 中粒,brand_bird_,キョーリン,キョーリン,bird_food,鳥用フード,bird_pellet,bird・pellet,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.kyorin-net.co.jp/product/index.html,true,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,verified_active,https://www.kyorin-net.co.jp/bird/index.html,公式鳥用飼料一覧でキラピピ インコ中粒を確認。オカメインコ・中型インコ向け。,2026-07-19
bird,pet_0190,,キラピピ フィンチ 小粒,キラピピ フィンチ 小粒,brand_bird_,キョーリン,キョーリン,bird_food,鳥用フード,bird_pellet,bird・pellet,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.kyorin-net.co.jp/product/index.html,false,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,not_found_official,https://www.kyorin-net.co.jp/bird/bird05.html,公式現行ラインアップはキラピピ フィンチのみで小粒バリアントを確認できない。容量・粒径の別表記候補として通常マスタから除外候補。,2026-07-19
bird,pet_0191,,キラピピ フィンチ 中粒,キラピピ フィンチ 中粒,brand_bird_,キョーリン,キョーリン,bird_food,鳥用フード,bird_pellet,bird・pellet,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.kyorin-net.co.jp/product/index.html,false,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,not_found_official,https://www.kyorin-net.co.jp/bird/bird05.html,公式現行ラインアップはキラピピ フィンチのみで中粒バリアントを確認できない。容量・粒径の別表記候補として通常マスタから除外候補。,2026-07-19
bird,pet_0192,,キラピピ 手乗り文鳥,キラピピ 手乗り文鳥,brand_bird_,キョーリン,キョーリン,bird_food,鳥用フード,bird_pellet,bird・pellet,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.kyorin-net.co.jp/product/index.html,false,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,not_found_official,https://www.kyorin-net.co.jp/product/index.html,キョーリン公式現行商品一覧にキラピピ 手乗り文鳥を確認できない。キラピピ フィンチへの統合候補。,2026-07-19
bird,pet_0193,,キラピピ セキセイインコ,キラピピ セキセイインコ,brand_bird_,キョーリン,キョーリン,bird_food,鳥用フード,bird_pellet,bird・pellet,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.kyorin-net.co.jp/product/index.html,false,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,not_found_official,https://www.kyorin-net.co.jp/bird/index.html,公式現行名称はキラピピ インコ小粒でありセキセイインコは対象種。別プロダクト名としては確認できないため重複候補。,2026-07-19
bird,pet_0194,,キラピピ オカメインコ,キラピピ オカメインコ,brand_bird_,キョーリン,キョーリン,bird_food,鳥用フード,bird_pellet,bird・pellet,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.kyorin-net.co.jp/product/index.html,false,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,not_found_official,https://www.kyorin-net.co.jp/bird/index.html,公式現行名称はキラピピ インコ中粒でありオカメインコは対象種。別プロダクト名としては確認できないため重複候補。,2026-07-19
bird,pet_0195,,キラピピ コザクラインコ,キラピピ コザクラインコ,brand_bird_,キョーリン,キョーリン,bird_food,鳥用フード,bird_pellet,bird・pellet,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.kyorin-net.co.jp/product/index.html,false,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,not_found_official,https://www.kyorin-net.co.jp/bird/index.html,公式現行名称はキラピピ インコ小粒でありコザクラインコは対象種。別プロダクト名としては確認できないため重複候補。,2026-07-19
