product_id,slug,product_name_ja,product_name_en,pet_type,target_species,target_breed,target_size,target_age,life_stage,habitat_type,feeding_type,freshwater_or_marine,brand_id,brand_name,manufacturer,category_id,subcategory_id,product_kind,status,review_required,official_url,source_id,source_status,notes
pet-small_mammal-009,small_mammal-ひかりハリネズ,ひかりハリネズ,,small_mammal,,,,,,,,,brand-キョーリン,キョーリン,キョーリン,small_mammal_food,hamster_food,food,verified_active,false,https://www.kyorin-net.co.jp/animal/index.html,source-pet-small_mammal-009,verified_active,公式小動物用飼料一覧でひかりハリネズを確認。
pet-small_mammal-010,small_mammal-ひかりハリネズ-群れのごちそう,ひかりハリネズ 群れのごちそう,,small_mammal,,,,,,,,,brand-キョーリン,キョーリン,キョーリン,small_mammal_food,hamster_food,food,not_found_official,false,https://www.kyorin-net.co.jp/product/index.html,source-pet-small_mammal-010,not_found_official,キョーリン公式現行商品一覧にひかりハリネズ 群れのごちそうを確認できない。
pet-small_mammal-011,small_mammal-ハムスターセレクション,ハムスターセレクション,,small_mammal,hamster,,,,,,,,brand-イースター,イースター,イースター,small_mammal_food,small_mammal_pellet,food,verified_active,false,https://www.yeaster.co.jp/products/smallanimalfood/brand/15,source-pet-small_mammal-011,verified_active,公式ラインアップでハムスターセレクションを確認。
pet-small_mammal-012,small_mammal-ハムスターセレクション-パフォーマンス,ハムスターセレクション パフォーマンス,,small_mammal,hamster,,,,,,,,brand-イースター,イースター,イースター,small_mammal_food,small_mammal_pellet,food,not_found_official,false,https://www.yeaster.co.jp/products/smallanimalfood/brand/15,source-pet-small_mammal-012,not_found_official,イースター公式現行ラインアップにハムスターセレクション パフォーマンスを確認できない。
pet-small_mammal-013,small_mammal-モルモットセレクション-シニア,モルモットセレクション シニア,,small_mammal,guinea_pig,,,senior,senior,,,,brand-イースター,イースター,イースター,small_mammal_food,small_mammal_pellet,food,not_found_official,false,https://www.yeaster.co.jp/products/smallanimalfood/brand/15,source-pet-small_mammal-013,not_found_official,イースター公式現行ラインアップにモルモットセレクション シニアを確認できない。
pet-small_mammal-014,small_mammal-モルモットセレクション-プロ,モルモットセレクション プロ,,small_mammal,guinea_pig,,,,,,,,brand-イースター,イースター,イースター,small_mammal_food,small_mammal_pellet,food,verified_active,false,https://www.yeaster.co.jp/news/detail/62,source-pet-small_mammal-014,verified_active,公式新商品案内でモルモットセレクションプロを確認。
pet-small_mammal-015,small_mammal-チンチラセレクション-プロ,チンチラセレクション プロ,,small_mammal,chinchilla,,,,,,,,brand-イースター,イースター,イースター,small_mammal_food,small_mammal_pellet,food,verified_active,false,https://www.yeaster.co.jp/news/detail/62,source-pet-small_mammal-015,verified_active,公式新商品案内でチンチラセレクションプロを確認。
pet-small_mammal-016,small_mammal-デグーセレクション-プロ,デグーセレクション プロ,,small_mammal,degu,,,,,,,,brand-イースター,イースター,イースター,small_mammal_food,small_mammal_pellet,food,verified_active,false,https://www.yeaster.co.jp/news/detail/62,source-pet-small_mammal-016,verified_active,公式新商品案内でデグーセレクションプロを確認。
pet-small_mammal-017,small_mammal-ハリネズミセレクション,ハリネズミセレクション,,small_mammal,hedgehog,,,,,,,,brand-イースター,イースター,イースター,small_mammal_food,small_mammal_pellet,food,verified_active,false,https://www.yeaster.co.jp/products/smallanimalfood/brand/15,source-pet-small_mammal-017,verified_active,公式ラインアップでハリネズミセレクションを確認。
pet-small_mammal-018,small_mammal-ハムスターの主食-ミックスフード,ハムスターの主食 ミックスフード,,small_mammal,hamster,,,,,,,,brand-マルカン,マルカン,マルカン,small_mammal_food,small_mammal_food,food,not_found_official,false,https://page.mkgr.jp/product/category-1425/,source-pet-small_mammal-018,not_found_official,マルカン公式現行ミニマルPRO一覧にハムスターの主食 ミックスフードを確認できない。現行掲載はリス・ハムの主食ミックスフードPRO。
pet-small_mammal-019,small_mammal-ハムスターの主食-おいしい野菜ミックス,ハムスターの主食 おいしい野菜ミックス,,small_mammal,hamster,,,,,,,,brand-マルカン,マルカン,マルカン,small_mammal_food,small_mammal_food,food,not_found_official,false,https://page.mkgr.jp/product/category-1425/,source-pet-small_mammal-019,not_found_official,マルカン公式現行ミニマルPRO一覧にハムスターの主食 おいしい野菜ミックスを確認できない。
pet-small_mammal-020,small_mammal-ハムスターの主食-おいしい穀物ミックス,ハムスターの主食 おいしい穀物ミックス,,small_mammal,hamster,,,,,,,,brand-マルカン,マルカン,マルカン,small_mammal_food,small_mammal_food,food,not_found_official,false,https://page.mkgr.jp/product/category-1425/,source-pet-small_mammal-020,not_found_official,マルカン公式現行ミニマルPRO一覧にハムスターの主食 おいしい穀物ミックスを確認できない。
pet-small_mammal-021,small_mammal-リス-ハムの主食-ミックスフード,リス・ハムの主食 ミックスフード,,small_mammal,squirrel,,,,,,,,brand-マルカン,マルカン,マルカン,small_mammal_food,small_mammal_food,food,verified_active,false,https://page.mkgr.jp/?p=3937,source-pet-small_mammal-021,verified_active,マルカン公式商品ページでリス・ハムの主食ミックスフードを確認。容量違いは統合。
pet-small_mammal-022,small_mammal-モルモットの主食,モルモットの主食,,small_mammal,guinea_pig,,,,,,,,brand-マルカン,マルカン,マルカン,small_mammal_food,small_mammal_food,food,not_found_official,false,https://page.mkgr.jp/product/small_animals/category-1342/,source-pet-small_mammal-022,not_found_official,マルカン公式現行小動物フード一覧にモルモットの主食を確認できない。現行掲載はモルモットの主食逸品グルメ。
pet-small_mammal-023,small_mammal-チンチラの主食,チンチラの主食,,small_mammal,chinchilla,,,,,,,,brand-マルカン,マルカン,マルカン,small_mammal_food,small_mammal_food,food,not_found_official,false,https://page.mkgr.jp/product/small_animals/category-1342/,source-pet-small_mammal-023,not_found_official,マルカン公式現行小動物フード一覧にチンチラの主食を確認できない。現行掲載はチンチラの主食逸品グルメ。
pet-small_mammal-024,small_mammal-デグーの主食,デグーの主食,,small_mammal,degu,,,,,,,,brand-マルカン,マルカン,マルカン,small_mammal_food,small_mammal_food,food,not_found_official,false,https://page.mkgr.jp/product/small_animals/category-1342/,source-pet-small_mammal-024,not_found_official,マルカン公式現行小動物フード一覧にデグーの主食を確認できない。現行掲載はデグーの主食逸品グルメ。
pet-small_mammal-025,small_mammal-ハリネズミの主食,ハリネズミの主食,,small_mammal,hedgehog,,,,,,,,brand-マルカン,マルカン,マルカン,small_mammal_food,small_mammal_food,food,not_found_official,false,https://page.mkgr.jp/product/small_animals/category-1342/,source-pet-small_mammal-025,not_found_official,マルカン公式現行小動物フード一覧にハリネズミの主食を確認できない。現行掲載はハリネズミの主食逸品グルメおよびトリプルバランス。
pet-small_mammal-026,small_mammal-小動物の果実ミックス,小動物の果実ミックス,,small_mammal,,,,,,,,,brand-マルカン,マルカン,マルカン,small_mammal_food,small_mammal_food,food,not_found_official,false,https://page.mkgr.jp/product/category-1425/,source-pet-small_mammal-026,not_found_official,マルカン公式現行ミニマルPRO一覧に小動物の果実ミックスを確認できない。現行掲載はフルーツミックスPRO。
pet-small_mammal-027,small_mammal-小動物の野菜ミックス,小動物の野菜ミックス,,small_mammal,,,,,,,,,brand-マルカン,マルカン,マルカン,small_mammal_food,small_mammal_food,food,not_found_official,false,https://page.mkgr.jp/product/category-1425/,source-pet-small_mammal-027,not_found_official,マルカン公式現行ミニマルPRO一覧に小動物の野菜ミックスを確認できない。
pet-bird-001,bird-キラピピ-インコ-小粒,キラピピ インコ 小粒,,bird,parakeet,,small,,,,,,brand-キラピピ,キラピピ,キョーリン,bird_food,bird_pellet,food,verified_active,false,https://www.kyorin-net.co.jp/bird/index.html,source-pet-bird-001,verified_active,公式鳥用飼料一覧でキラピピ インコ小粒を確認。セキセイインコ・小型インコ向け。
pet-bird-002,bird-キラピピ-インコ-中粒,キラピピ インコ 中粒,,bird,parakeet,,,,,,,,brand-キラピピ,キラピピ,キョーリン,bird_food,bird_pellet,food,verified_active,false,https://www.kyorin-net.co.jp/bird/index.html,source-pet-bird-002,verified_active,公式鳥用飼料一覧でキラピピ インコ中粒を確認。オカメインコ・中型インコ向け。
pet-bird-003,bird-キラピピ-フィンチ-小粒,キラピピ フィンチ 小粒,,bird,finch,,small,,,,,,brand-キラピピ,キラピピ,キョーリン,bird_food,bird_pellet,food,not_found_official,false,https://www.kyorin-net.co.jp/bird/bird05.html,source-pet-bird-003,not_found_official,公式現行ラインアップはキラピピ フィンチのみで小粒バリアントを確認できない。容量・粒径の別表記候補として通常マスタから除外候補。
pet-bird-004,bird-キラピピ-フィンチ-中粒,キラピピ フィンチ 中粒,,bird,finch,,,,,,,,brand-キラピピ,キラピピ,キョーリン,bird_food,bird_pellet,food,not_found_official,false,https://www.kyorin-net.co.jp/bird/bird05.html,source-pet-bird-004,not_found_official,公式現行ラインアップはキラピピ フィンチのみで中粒バリアントを確認できない。容量・粒径の別表記候補として通常マスタから除外候補。
pet-bird-005,bird-キラピピ-手乗り文鳥,キラピピ 手乗り文鳥,,bird,java_sparrow,,,,,,,,brand-キラピピ,キラピピ,キョーリン,bird_food,bird_pellet,food,not_found_official,false,https://www.kyorin-net.co.jp/product/index.html,source-pet-bird-005,not_found_official,キョーリン公式現行商品一覧にキラピピ 手乗り文鳥を確認できない。キラピピ フィンチへの統合候補。
pet-bird-006,bird-キラピピ-セキセイインコ,キラピピ セキセイインコ,,bird,budgerigar,,,,,,,,brand-キラピピ,キラピピ,キョーリン,bird_food,bird_pellet,food,not_found_official,false,https://www.kyorin-net.co.jp/bird/index.html,source-pet-bird-006,not_found_official,公式現行名称はキラピピ インコ小粒でありセキセイインコは対象種。別プロダクト名としては確認できないため重複候補。
pet-bird-007,bird-キラピピ-オカメインコ,キラピピ オカメインコ,,bird,cockatiel,,,,,,,,brand-キラピピ,キラピピ,キョーリン,bird_food,bird_pellet,food,not_found_official,false,https://www.kyorin-net.co.jp/bird/index.html,source-pet-bird-007,not_found_official,公式現行名称はキラピピ インコ中粒でありオカメインコは対象種。別プロダクト名としては確認できないため重複候補。
pet-bird-008,bird-キラピピ-コザクラインコ,キラピピ コザクラインコ,,bird,lovebird,,,,,,,,brand-キラピピ,キラピピ,キョーリン,bird_food,bird_pellet,food,not_found_official,false,https://www.kyorin-net.co.jp/bird/index.html,source-pet-bird-008,not_found_official,公式現行名称はキラピピ インコ小粒でありコザクラインコは対象種。別プロダクト名としては確認できないため重複候補。
pet-bird-009,bird-ひかり-鳥のエサ,ひかり 鳥のエサ,,bird,,,,,,,,,brand-キョーリン,キョーリン,キョーリン,bird_food,bird_pellet,food,not_found_official,false,https://www.kyorin-net.co.jp/product/index.html,source-pet-bird-009,not_found_official,キョーリン公式現行商品一覧にひかり 鳥のエサを確認できない。
pet-bird-010,bird-ひかり-鳥のエサ-皮つき,ひかり 鳥のエサ 皮つき,,bird,,,,,,,,,brand-キョーリン,キョーリン,キョーリン,bird_food,bird_pellet,food,not_found_official,false,https://www.kyorin-net.co.jp/product/index.html,source-pet-bird-010,not_found_official,キョーリン公式現行商品一覧にひかり 鳥のエサ 皮つきを確認できない。
pet-bird-011,bird-エクセル-十姉妹,エクセル 十姉妹,,bird,finch,,,,,,,,brand-エクセル,エクセル,日本ペットフード,bird_food,bird_seed_food,food,not_found_official,false,https://www.npf.co.jp/smallanimal-products/birdfood,source-pet-bird-011,not_found_official,日本ペットフード公式現行鳥フード一覧にエクセル 十姉妹を確認できない。
pet-bird-012,bird-エクセル-オカメインコ,エクセル オカメインコ,,bird,cockatiel,,,,,,,,brand-エクセル,エクセル,日本ペットフード,bird_food,bird_seed_food,food,not_found_official,false,https://www.npf.co.jp/smallanimal-products/birdfood,source-pet-bird-012,not_found_official,日本ペットフード公式現行鳥フード一覧にエクセル オカメインコを確認できない。
pet-bird-013,bird-エクセル-中型インコ,エクセル 中型インコ,,bird,medium_parrot,,,,,,,,brand-エクセル,エクセル,日本ペットフード,bird_food,bird_seed_food,food,not_found_official,false,https://www.npf.co.jp/smallanimal-products/birdfood,source-pet-bird-013,not_found_official,日本ペットフード公式現行鳥フード一覧にエクセル 中型インコを確認できない。
pet-bird-014,bird-エクセル-大型インコ,エクセル 大型インコ,,bird,large_parrot,,large,,,,,,brand-エクセル,エクセル,日本ペットフード,bird_food,bird_seed_food,food,not_found_official,false,https://www.npf.co.jp/smallanimal-products/birdfood,source-pet-bird-014,not_found_official,日本ペットフード公式現行鳥フード一覧にエクセル 大型インコを確認できない。
pet-bird-015,bird-エクセル-カナリア,エクセル カナリア,,bird,canary,,,,,,,,brand-エクセル,エクセル,日本ペットフード,bird_food,bird_seed_food,food,not_found_official,false,https://www.npf.co.jp/smallanimal-products/birdfood,source-pet-bird-015,not_found_official,日本ペットフード公式現行鳥フード一覧にエクセル カナリアを確認できない。
pet-bird-016,bird-エクセル-鳩,エクセル 鳩,,bird,pigeon,,,,,,,,brand-エクセル,エクセル,日本ペットフード,bird_food,bird_seed_food,food,not_found_official,false,https://www.npf.co.jp/smallanimal-products/birdfood,source-pet-bird-016,not_found_official,日本ペットフード公式現行鳥フード一覧にエクセル 鳩を確認できない。
pet-bird-017,bird-エクセル-バードフード,エクセル バードフード,,bird,,,,,,,,,brand-エクセル,エクセル,日本ペットフード,bird_food,bird_seed_food,food,not_found_official,false,https://www.npf.co.jp/smallanimal-products/birdfood,source-pet-bird-017,not_found_official,日本ペットフード公式現行鳥フード一覧にエクセル バードフードを確認できない。
pet-bird-018,bird-エクセル-皮つき餌,エクセル 皮つき餌,,bird,,,,,,,,,brand-エクセル,エクセル,日本ペットフード,bird_food,bird_seed_food,food,not_found_official,false,https://www.npf.co.jp/smallanimal-products/birdfood,source-pet-bird-018,not_found_official,日本ペットフード公式現行鳥フード一覧にエクセル 皮つき餌を確認できない。
pet-bird-019,bird-小鳥の主食-セキセイインコ,小鳥の主食 セキセイインコ,,bird,budgerigar,,,,,,,,brand-マルカン,マルカン,マルカン,bird_food,bird_treat,food,not_found_official,false,https://page.mkgr.jp/product/bird/category-1341/,source-pet-bird-019,not_found_official,マルカン公式現行小鳥フード一覧に小鳥の主食 セキセイインコを確認できない。
pet-bird-020,bird-小鳥の主食-文鳥,小鳥の主食 文鳥,,bird,java_sparrow,,,,,,,,brand-マルカン,マルカン,マルカン,bird_food,bird_treat,food,not_found_official,false,https://page.mkgr.jp/product/bird/category-1341/,source-pet-bird-020,not_found_official,マルカン公式現行小鳥フード一覧に小鳥の主食 文鳥を確認できない。
pet-bird-021,bird-小鳥の主食-オカメインコ,小鳥の主食 オカメインコ,,bird,cockatiel,,,,,,,,brand-マルカン,マルカン,マルカン,bird_food,bird_treat,food,not_found_official,false,https://page.mkgr.jp/product/bird/category-1341/,source-pet-bird-021,not_found_official,マルカン公式現行小鳥フード一覧に小鳥の主食 オカメインコを確認できない。
pet-bird-022,bird-小鳥の主食-中型インコ,小鳥の主食 中型インコ,,bird,medium_parrot,,,,,,,,brand-マルカン,マルカン,マルカン,bird_food,bird_treat,food,not_found_official,false,https://page.mkgr.jp/product/bird/category-1341/,source-pet-bird-022,not_found_official,マルカン公式現行小鳥フード一覧に小鳥の主食 中型インコを確認できない。
pet-bird-023,bird-小鳥の主食-大型インコ,小鳥の主食 大型インコ,,bird,large_parrot,,large,,,,,,brand-マルカン,マルカン,マルカン,bird_food,bird_treat,food,not_found_official,false,https://page.mkgr.jp/product/bird/category-1341/,source-pet-bird-023,not_found_official,マルカン公式現行小鳥フード一覧に小鳥の主食 大型インコを確認できない。
pet-bird-024,bird-小鳥のおやつ-粟の穂,小鳥のおやつ 粟の穂,,bird,,,,,,,,,brand-マルカン,マルカン,マルカン,bird_food,bird_treat,food,not_found_official,false,https://page.mkgr.jp/product/bird/category-1341/,source-pet-bird-024,not_found_official,マルカン公式現行小鳥フード一覧に小鳥のおやつ 粟の穂を確認できない。
pet-bird-025,bird-小鳥のおやつ-青菜,小鳥のおやつ 青菜,,bird,,,,,,,,,brand-マルカン,マルカン,マルカン,bird_food,bird_treat,food,not_found_official,false,https://page.mkgr.jp/product/bird/category-1341/,source-pet-bird-025,not_found_official,マルカン公式現行小鳥フード一覧に小鳥のおやつ 青菜を確認できない。
pet-bird-026,bird-小鳥のおやつ-ボレー粉,小鳥のおやつ ボレー粉,,bird,,,,,,,,,brand-マルカン,マルカン,マルカン,bird_food,bird_treat,food,not_found_official,false,https://page.mkgr.jp/product/bird/category-1341/,source-pet-bird-026,not_found_official,マルカン公式現行小鳥フード一覧に小鳥のおやつ ボレー粉を確認できない。
pet-aquarium_fish-001,aquarium_fish-ひかりチャッピー,ひかりチャッピー,,aquarium_fish,,,,,,,,,brand-キョーリン,キョーリン,キョーリン,fish_supplies,goldfish_food,food,verified_active,false,https://www.kyorin-net.co.jp/gold/index.html,source-pet-aquarium_fish-001,verified_active,公式金魚用飼料一覧でひかりチャッピーを確認。
pet-aquarium_fish-002,aquarium_fish-リュウキンゴールド,リュウキンゴールド,,aquarium_fish,goldfish,,,,,,,,brand-キョーリン,キョーリン,キョーリン,fish_supplies,goldfish_food,food,verified_active,false,https://www.kyorin-net.co.jp/gold/index.html,source-pet-aquarium_fish-002,verified_active,公式金魚用飼料一覧でリュウキンゴールドを確認。
pet-aquarium_fish-003,aquarium_fish-アイドル,アイドル,,aquarium_fish,,,,,,,,,brand-キョーリン,キョーリン,キョーリン,fish_supplies,goldfish_food,food,verified_active,false,https://www.kyorin-net.co.jp/gold/index.html,source-pet-aquarium_fish-003,verified_active,公式金魚用飼料一覧でアイドルを確認。
pet-aquarium_fish-004,aquarium_fish-ベビーゴールド,ベビーゴールド,,aquarium_fish,,,,juvenile,juvenile,,,,brand-キョーリン,キョーリン,キョーリン,fish_supplies,goldfish_food,food,verified_active,false,https://www.kyorin-net.co.jp/gold/go11.html,source-pet-aquarium_fish-004,verified_active,公式商品ページでベビーゴールドを確認。
pet-aquarium_fish-005,aquarium_fish-プロリア,プロリア,,aquarium_fish,,,,,,,,,brand-キョーリン,キョーリン,キョーリン,fish_supplies,goldfish_food,food,verified_active,false,https://www.kyorin-net.co.jp/gold/index.html,source-pet-aquarium_fish-005,verified_active,公式金魚用飼料一覧でプロリアを確認。
pet-aquarium_fish-006,aquarium_fish-プロリア-色揚,プロリア 色揚,,aquarium_fish,,,,,,,,,brand-キョーリン,キョーリン,キョーリン,fish_supplies,goldfish_food,food,verified_active,false,https://www.kyorin-net.co.jp/gold/index.html,source-pet-aquarium_fish-006,verified_active,公式金魚用飼料一覧でプロリア 色揚を確認。
pet-aquarium_fish-007,aquarium_fish-咲ひかり金魚-色揚用,咲ひかり金魚 色揚用,,aquarium_fish,goldfish,,,,,freshwater,,freshwater,brand-キョーリン,キョーリン,キョーリン,fish_supplies,goldfish_food,food,verified_active,false,https://www.kyorin-net.co.jp/product/index.html,source-pet-aquarium_fish-007,verified_active,キョーリン公式商品一覧で咲ひかり金魚 色揚用を確認。
pet-aquarium_fish-008,aquarium_fish-咲ひかり金魚-艶姿,咲ひかり金魚 艶姿,,aquarium_fish,goldfish,,,,,freshwater,,freshwater,brand-キョーリン,キョーリン,キョーリン,fish_supplies,goldfish_food,food,verified_active,false,https://www.kyorin-net.co.jp/product/index.html,source-pet-aquarium_fish-008,verified_active,キョーリン公式商品一覧で咲ひかり金魚 艶姿を確認。
pet-aquarium_fish-009,aquarium_fish-咲ひかり金魚-育成用,咲ひかり金魚 育成用,,aquarium_fish,goldfish,,,,,freshwater,,freshwater,brand-キョーリン,キョーリン,キョーリン,fish_supplies,goldfish_food,food,verified_active,false,https://www.kyorin-net.co.jp/product/index.html,source-pet-aquarium_fish-009,verified_active,キョーリン公式商品一覧で咲ひかり金魚 育成用を確認。
pet-aquarium_fish-010,aquarium_fish-パラクリア-ディスク,パラクリア ディスク,,aquarium_fish,,,,,,,,,brand-キョーリン,キョーリン,キョーリン,fish_supplies,goldfish_food,food,verified_active,false,https://www.kyorin-net.co.jp/product/index.html,source-pet-aquarium_fish-010,verified_active,キョーリン公式商品一覧でパラクリア ディスクを確認。
pet-aquarium_fish-011,aquarium_fish-ひかりクレスト-テトラ,ひかりクレスト テトラ,,aquarium_fish,tropical_fish,,,,,,,,brand-キョーリン,キョーリン,キョーリン,fish_supplies,tropical_fish_food,food,not_found_official,false,https://www.kyorin-net.co.jp/product/index.html,source-pet-aquarium_fish-011,not_found_official,キョーリン公式現行商品一覧にひかりクレスト テトラを確認できない。
pet-aquarium_fish-012,aquarium_fish-ひかりクレスト-コリドラス,ひかりクレスト コリドラス,,aquarium_fish,tropical_fish,,,,,,,,brand-キョーリン,キョーリン,キョーリン,fish_supplies,tropical_fish_food,food,verified_active,false,https://www.kyorin-net.co.jp/product/index.html,source-pet-aquarium_fish-012,verified_active,キョーリン公式商品一覧でひかりクレスト コリドラスを確認。
pet-aquarium_fish-013,aquarium_fish-ひかりクレスト-プレコ,ひかりクレスト プレコ,,aquarium_fish,tropical_fish,,,,,,,,brand-キョーリン,キョーリン,キョーリン,fish_supplies,tropical_fish_food,food,verified_active,false,https://www.kyorin-net.co.jp/product/index.html,source-pet-aquarium_fish-013,verified_active,キョーリン公式商品一覧でひかりクレスト プレコを確認。
pet-aquarium_fish-014,aquarium_fish-ひかりクレスト-ディスカス,ひかりクレスト ディスカス,,aquarium_fish,tropical_fish,,,,,,,,brand-キョーリン,キョーリン,キョーリン,fish_supplies,tropical_fish_food,food,verified_active,false,https://www.kyorin-net.co.jp/product/index.html,source-pet-aquarium_fish-014,verified_active,キョーリン公式商品一覧でひかりクレスト ディスカスを確認。
pet-aquarium_fish-015,aquarium_fish-ひかりクレスト-グッピー,ひかりクレスト グッピー,,aquarium_fish,tropical_fish,,,,,,,,brand-キョーリン,キョーリン,キョーリン,fish_supplies,tropical_fish_food,food,verified_active,false,https://www.kyorin-net.co.jp/product/index.html,source-pet-aquarium_fish-015,verified_active,キョーリン公式商品一覧でひかりクレスト グッピーを確認。
pet-aquarium_fish-016,aquarium_fish-ひかりクレスト-キャット,ひかりクレスト キャット,,aquarium_fish,,,,,,,,,brand-キョーリン,キョーリン,キョーリン,fish_supplies,tropical_fish_food,food,verified_active,false,https://www.kyorin-net.co.jp/product/index.html,source-pet-aquarium_fish-016,verified_active,キョーリン公式商品一覧でひかりクレスト キャットを確認。
pet-aquarium_fish-017,aquarium_fish-ひかりクレスト-シクリッド,ひかりクレスト シクリッド,,aquarium_fish,tropical_fish,,,,,,,,brand-キョーリン,キョーリン,キョーリン,fish_supplies,tropical_fish_food,food,not_found_official,false,https://www.kyorin-net.co.jp/product/index.html,source-pet-aquarium_fish-017,not_found_official,キョーリン公式現行商品一覧にひかりクレスト シクリッドを確認できない。
pet-aquarium_fish-018,aquarium_fish-ひかりクレスト-ミニキャット,ひかりクレスト ミニキャット,,aquarium_fish,,,small,,,,,,brand-キョーリン,キョーリン,キョーリン,fish_supplies,tropical_fish_food,food,verified_active,false,https://www.kyorin-net.co.jp/product/index.html,source-pet-aquarium_fish-018,verified_active,キョーリン公式商品一覧でひかりクレスト ミニキャットを確認。
pet-aquarium_fish-019,aquarium_fish-ひかりクレスト-フレーク,ひかりクレスト フレーク,,aquarium_fish,,,,,,,,,brand-キョーリン,キョーリン,キョーリン,fish_supplies,tropical_fish_food,food,not_found_official,false,https://www.kyorin-net.co.jp/product/index.html,source-pet-aquarium_fish-019,not_found_official,キョーリン公式現行商品一覧にひかりクレスト フレークを確認できない。
pet-aquarium_fish-020,aquarium_fish-シクリッドエクセル,シクリッドエクセル,,aquarium_fish,tropical_fish,,,,,,,,brand-エクセル,エクセル,キョーリン,fish_supplies,tropical_fish_food,food,verified_active,false,https://www.kyorin-net.co.jp/product/index.html,source-pet-aquarium_fish-020,verified_active,キョーリン公式商品一覧でシクリッドエクセルを確認。
pet-aquarium_fish-021,aquarium_fish-シクリッドバイオゴールド,シクリッドバイオゴールド,,aquarium_fish,tropical_fish,,,,,,,,brand-キョーリン,キョーリン,キョーリン,fish_supplies,tropical_fish_food,food,verified_active,false,https://www.kyorin-net.co.jp/product/index.html,source-pet-aquarium_fish-021,verified_active,キョーリン公式商品一覧でシクリッドバイオゴールドを確認。
pet-aquarium_fish-022,aquarium_fish-ブラッドレッドパロットプラス,ブラッドレッドパロットプラス,,aquarium_fish,,,,,,,,,brand-キョーリン,キョーリン,キョーリン,fish_supplies,tropical_fish_food,food,not_found_official,false,https://www.kyorin-net.co.jp/product/index.html,source-pet-aquarium_fish-022,not_found_official,キョーリン公式現行商品一覧にブラッドレッドパロットプラスを確認できない。
pet-aquarium_fish-023,aquarium_fish-ネオプロス,ネオプロス,,aquarium_fish,,,,,,,,,brand-キョーリン,キョーリン,キョーリン,fish_supplies,tropical_fish_food,food,verified_active,false,https://www.kyorin-net.co.jp/product/index.html,source-pet-aquarium_fish-023,verified_active,キョーリン公式商品一覧でネオプロスを確認。
pet-aquarium_fish-024,aquarium_fish-すくすくメダカ,すくすくメダカ,,aquarium_fish,medaka,,,,,freshwater,,freshwater,brand-キョーリン,キョーリン,キョーリン,fish_supplies,medaka_food,food,verified_active,false,https://www.kyorin-net.co.jp/product/index.html,source-pet-aquarium_fish-024,verified_active,公式メダカ・川魚用飼料一覧ですくすくメダカを確認。
pet-aquarium_fish-025,aquarium_fish-教材メダカのエサ,教材メダカのエサ,,aquarium_fish,medaka,,,,,freshwater,,freshwater,brand-キョーリン,キョーリン,キョーリン,fish_supplies,medaka_food,food,verified_active,false,https://www.kyorin-net.co.jp/product/index.html,source-pet-aquarium_fish-025,verified_active,公式メダカ・川魚用飼料一覧で教材メダカのエサを確認。
pet-aquarium_fish-026,aquarium_fish-メダカのエサ-うきうきフレーク,メダカのエサ うきうきフレーク,,aquarium_fish,medaka,,,,,freshwater,,freshwater,brand-キョーリン,キョーリン,キョーリン,fish_supplies,medaka_food,food,verified_active,false,https://www.kyorin-net.co.jp/product/index.html,source-pet-aquarium_fish-026,verified_active,公式メダカ・川魚用飼料一覧でメダカのエサ うきうきフレークを確認。
pet-aquarium_fish-027,aquarium_fish-教材ちびっこメダカのエサ,教材ちびっこメダカのエサ,,aquarium_fish,medaka,,,,,freshwater,,freshwater,brand-キョーリン,キョーリン,キョーリン,fish_supplies,medaka_food,food,verified_active,false,https://www.kyorin-net.co.jp/product/index.html,source-pet-aquarium_fish-027,verified_active,公式メダカ・川魚用飼料一覧で教材ちびっこメダカのエサを確認。
pet-aquarium_fish-028,aquarium_fish-メダカプロス-ベビー,メダカプロス ベビー,,aquarium_fish,medaka,,,juvenile,juvenile,freshwater,,freshwater,brand-キョーリン,キョーリン,キョーリン,fish_supplies,medaka_food,food,verified_active,false,https://www.kyorin-net.co.jp/product/index.html,source-pet-aquarium_fish-028,verified_active,公式メダカ・川魚用飼料一覧でメダカプロスベビーを確認。
pet-aquarium_fish-029,aquarium_fish-メダカプロス,メダカプロス,,aquarium_fish,medaka,,,,,freshwater,,freshwater,brand-キョーリン,キョーリン,キョーリン,fish_supplies,medaka_food,food,verified_active,false,https://www.kyorin-net.co.jp/fresh/fr12.html,source-pet-aquarium_fish-029,verified_active,公式商品ページでメダカプロスを確認。
pet-aquarium_fish-030,aquarium_fish-メダカプロス-産卵繁殖,メダカプロス 産卵繁殖,,aquarium_fish,medaka,,,,,freshwater,,freshwater,brand-キョーリン,キョーリン,キョーリン,fish_supplies,medaka_food,food,verified_active,false,https://www.kyorin-net.co.jp/product/index.html,source-pet-aquarium_fish-030,verified_active,公式メダカ・川魚用飼料一覧でメダカプロス 産卵繁殖を確認。
pet-aquarium_fish-031,aquarium_fish-メダカプロス-色揚,メダカプロス 色揚,,aquarium_fish,medaka,,,,,freshwater,,freshwater,brand-キョーリン,キョーリン,キョーリン,fish_supplies,medaka_food,food,verified_active,false,https://www.kyorin-net.co.jp/product/index.html,source-pet-aquarium_fish-031,verified_active,公式メダカ・川魚用飼料一覧でメダカプロス色揚を確認。
