id,pet_group,target_species,target_species_group,category_id,subcategory_id,keyword,negative_keywords,rakuten_genre_id,yahoo_genre_category_id,yahoo_brand_id,priority,enabled,max_pages,last_searched_at
psq-freshwater-bacteria,aquarium,freshwater_fish,,bacteria,bacteria,淡水用 バクテリア剤,海水用|爬虫類用,,,,95,true,5,
psq-marine-bacteria,aquarium,marine_fish,,bacteria,bacteria,海水用 バクテリア剤,淡水用|金魚用|メダカ用,,,,95,true,5,
psq-freshwater-algae-control,aquarium,freshwater_fish,,algae_control,algae_control,淡水用 コケ抑制剤,海水用|爬虫類用,,,,90,true,4,
psq-marine-algae-control,aquarium,marine_fish,,algae_control,algae_control,海水用 コケ抑制剤,淡水用|金魚用|メダカ用,,,,90,true,4,
psq-freshwater-fish-medicine,aquarium,freshwater_fish,,fish_medicine,fish_medicine,淡水魚用 魚病薬,海水用|海水魚|人用,,,,90,true,4,
psq-marine-fish-medicine,aquarium,marine_fish,,fish_medicine,fish_medicine,海水魚用 魚病薬,淡水用|金魚用|メダカ用|人用,,,,90,true,4,
psq-freshwater-aquarium-salt,aquarium,freshwater_fish,,aquarium_salt,aquarium_salt,淡水魚用 塩,海水用|海水魚|食用,,,,90,true,4,
psq-marine-aquarium-salt,aquarium,marine_fish,,aquarium_salt,aquarium_salt,海水魚用 人工海水 塩,淡水用|金魚用|メダカ用|食用,,,,95,true,5,
psq-freshwater-filter-media,aquarium,freshwater_fish,,filter_media,filter_media,淡水用 ろ材,海水用|爬虫類用,,,,90,true,4,
psq-marine-filter-media,aquarium,marine_fish,,filter_media,filter_media,海水用 ろ材,淡水用|金魚用|メダカ用,,,,90,true,4,
psq-freshwater-filter-replacement,aquarium,freshwater_fish,,filter_media,filter_media,淡水用 フィルター交換材,海水用|爬虫類用,,,,90,true,4,
psq-marine-filter-replacement,aquarium,marine_fish,,filter_media,filter_media,海水用 フィルター交換材,淡水用|金魚用|メダカ用,,,,90,true,4,
psq-freshwater-activated-carbon,aquarium,freshwater_fish,,activated_carbon,activated_carbon,淡水用 活性炭,海水用|爬虫類用,,,,90,true,4,
psq-marine-activated-carbon,aquarium,marine_fish,,activated_carbon,activated_carbon,海水用 活性炭,淡水用|金魚用|メダカ用,,,,90,true,4,
psq-freshwater-wool-mat,aquarium,freshwater_fish,,wool_mat,wool_mat,淡水用 ウールマット,海水用|爬虫類用,,,,90,true,4,
psq-marine-wool-mat,aquarium,marine_fish,,wool_mat,wool_mat,海水用 ウールマット,淡水用|金魚用|メダカ用,,,,90,true,4,
psq-freshwater-water-test,aquarium,freshwater_fish,,water_test,water_test,淡水用 水質検査用品,海水用|プール用,,,,90,true,4,
psq-marine-water-test,aquarium,marine_fish,,water_test,water_test,海水用 水質検査用品,淡水用|プール用,,,,90,true,4,
psq-freshwater-substrate,aquarium,freshwater_fish,,substrate,substrate,淡水用 底床材,海水用|爬虫類用,,,,90,true,4,
psq-marine-substrate,aquarium,marine_fish,,substrate,substrate,海水用 底床材,淡水用|爬虫類用,,,,90,true,4,
psq-freshwater-gravel,aquarium,freshwater_fish,,gravel,gravel,淡水用 砂利,海水用|園芸用,,,,85,true,4,
psq-marine-gravel,aquarium,marine_fish,,gravel,gravel,海水用 サンゴ砂 砂利,淡水用|園芸用,,,,85,true,4,
psq-aquatic-plant-soil,aquarium,aquatic_plant,,soil,soil,水草用 ソイル 淡水,海水用|園芸用|爬虫類用,,,,95,true,5,
psq-aquatic-plant-co2,aquarium,aquatic_plant,,co2_consumable,co2_consumable,水草用 CO2 消耗品,海水用|医療用,,,,90,true,4,
psq-tortoise-artificial-food,reptile_amphibian,tortoise,,reptile_amphibian_supplies,reptile_food,リクガメ 草食 人工飼料,水棲ガメ用|肉食用|雑食用,,,,100,true,5,
psq-gecko-artificial-food,reptile_amphibian,gecko,,reptile_amphibian_supplies,reptile_food,ヤモリ 昆虫食 人工飼料,リクガメ用|草食用|水棲ガメ用,,,,95,true,5,
psq-lizard-artificial-food,reptile_amphibian,lizard,,reptile_amphibian_supplies,reptile_food,トカゲ 雑食 人工飼料,リクガメ専用|ヘビ専用|カエル専用,,,,90,true,4,
psq-tortoise-pellet,reptile_amphibian,tortoise,,pellet,pellet,リクガメ 草食 ペレット,水棲ガメ用|肉食用|雑食用,,,,100,true,5,
psq-aquatic-turtle-pellet,reptile_amphibian,aquatic_turtle,,pellet,pellet,水棲ガメ 雑食 ペレット,リクガメ用|草食専用|魚用,,,,100,true,5,
psq-axolotl-pellet,reptile_amphibian,axolotl,,pellet,pellet,ウーパールーパー 肉食 ペレット,魚用|リクガメ用|草食用,,,,95,true,5,
psq-snake-frozen-food,reptile_amphibian,snake,,frozen_food,frozen_food,ヘビ 肉食 冷凍餌,魚用|リクガメ用|草食用,,,,95,true,5,
psq-frog-frozen-food,reptile_amphibian,frog,,frozen_food,frozen_food,カエル 肉食 冷凍餌,魚用|リクガメ用|草食用,,,,90,true,4,
psq-axolotl-frozen-food,reptile_amphibian,axolotl,,frozen_food,frozen_food,ウーパールーパー 肉食 冷凍餌,魚用|リクガメ用|草食用,,,,90,true,4,
psq-gecko-dried-food,reptile_amphibian,gecko,,dried_food,dried_food,ヤモリ 昆虫食 乾燥餌,魚用|リクガメ用|草食用,,,,95,true,5,
psq-aquatic-turtle-dried-food,reptile_amphibian,aquatic_turtle,,dried_food,dried_food,水棲ガメ 雑食 乾燥餌,魚用|リクガメ用|草食用,,,,90,true,4,
psq-gecko-live-food,reptile_amphibian,gecko,,live_food,live_food,ヤモリ 昆虫食 活餌,観賞魚用|釣り餌|リクガメ用,,,,95,true,5,
psq-frog-live-food,reptile_amphibian,frog,,live_food,live_food,カエル 昆虫食 活餌,観賞魚用|釣り餌|リクガメ用,,,,90,true,4,
psq-gecko-insect-food,reptile_amphibian,gecko,,insect_food,insect_food,ヤモリ 昆虫食 昆虫フード,観賞昆虫用|リクガメ用|草食用,,,,95,true,5,
psq-tortoise-calcium,reptile_amphibian,tortoise,,calcium,calcium,リクガメ 草食 カルシウム剤,鳥用|犬用|猫用,,,,95,true,5,
psq-gecko-calcium,reptile_amphibian,gecko,,calcium,calcium,ヤモリ 昆虫食 カルシウム剤,鳥用|犬用|猫用,,,,95,true,5,
psq-tortoise-vitamin,reptile_amphibian,tortoise,,vitamin,vitamin,リクガメ 草食 ビタミン剤,鳥用|犬用|猫用,,,,90,true,4,
psq-gecko-vitamin,reptile_amphibian,gecko,,vitamin,vitamin,ヤモリ 昆虫食 ビタミン剤,鳥用|犬用|猫用,,,,90,true,4,
psq-frog-supplement,reptile_amphibian,frog,,supplement,supplement,カエル 肉食 サプリメント,魚用|犬用|猫用,,,,85,true,4,
psq-axolotl-supplement,reptile_amphibian,axolotl,,supplement,supplement,ウーパールーパー 肉食 サプリメント,魚用|犬用|猫用,,,,85,true,4,
psq-aquatic-turtle-water-conditioner,reptile_amphibian,aquatic_turtle,,water_conditioner,water_conditioner,水棲ガメ用 水質調整剤,観賞魚専用|海水用,,,,90,true,4,
psq-frog-water-conditioner,reptile_amphibian,frog,,water_conditioner,water_conditioner,カエル用 水質調整剤,観賞魚専用|海水用,,,,85,true,4,
psq-axolotl-water-conditioner,reptile_amphibian,axolotl,,water_conditioner,water_conditioner,ウーパールーパー用 水質調整剤,観賞魚専用|海水用,,,,90,true,4,
psq-gecko-bedding,reptile_amphibian,gecko,,reptile_amphibian_supplies,reptile_substrate_care,ヤモリ用 床材,小動物用|昆虫用|猫砂,,,,90,true,4,
psq-tortoise-bedding,reptile_amphibian,tortoise,,reptile_amphibian_supplies,reptile_substrate_care,リクガメ用 床材,小動物用|昆虫用|猫砂,,,,90,true,4,
psq-frog-soil,reptile_amphibian,frog,,soil,soil,カエル用 ソイル,水草用|園芸用|観賞魚用,,,,90,true,4,
psq-gecko-soil,reptile_amphibian,gecko,,soil,soil,ヤモリ用 ソイル,水草用|園芸用|観賞魚用,,,,85,true,4,
psq-gecko-coconut-substrate,reptile_amphibian,gecko,,coconut_substrate,coconut_substrate,ヤモリ用 ヤシガラ 床材,小動物用|園芸用|昆虫用,,,,90,true,4,
psq-frog-coconut-substrate,reptile_amphibian,frog,,coconut_substrate,coconut_substrate,カエル用 ヤシガラ 床材,小動物用|園芸用|昆虫用,,,,85,true,4,
psq-tortoise-sand,reptile_amphibian,tortoise,,sand,sand,リクガメ用 サンド,水棲ガメ用|観賞魚用|鳥用,,,,90,true,4,
psq-gecko-sand,reptile_amphibian,gecko,,sand,sand,ヤモリ用 サンド,リクガメ専用|観賞魚用|鳥用,,,,85,true,4,
psq-frog-moss,reptile_amphibian,frog,,reptile_amphibian_supplies,reptile_substrate_care,カエル用 苔 床材,園芸用|小動物用|観賞魚用,,,,85,true,4,
psq-newt-moss,reptile_amphibian,newt,,reptile_amphibian_supplies,reptile_substrate_care,イモリ用 苔 床材,園芸用|小動物用|観賞魚用,,,,85,true,4,
psq-gecko-deodorizer,reptile_amphibian,gecko,,deodorizer,deodorizer,ヤモリ用 消臭用品,犬用|猫用|小動物用,,,,80,true,3,
psq-snake-shedding-care,reptile_amphibian,snake,,shedding_care,shedding_care,ヘビ用 脱皮ケア用品,犬用|猫用|小動物用,,,,90,true,4,
psq-gecko-shedding-care,reptile_amphibian,gecko,,shedding_care,shedding_care,ヤモリ用 脱皮ケア用品,犬用|猫用|小動物用,,,,90,true,4,
psq-gecko-reptile-jelly,reptile_amphibian,gecko,,reptile_jelly,reptile_jelly,ヤモリ用 爬虫類ゼリー 昆虫食,昆虫飼育用|カブトムシ用|クワガタ用,,,,90,true,4,
psq-aquatic-turtle-food,reptile_amphibian,aquatic_turtle,,reptile_amphibian_supplies,reptile_food,水棲ガメ 雑食 フード,リクガメ用|魚用|草食専用,,,,100,true,5,
psq-tortoise-herbivore-food,reptile_amphibian,tortoise,,reptile_amphibian_supplies,reptile_food,リクガメ 草食 主食フード,水棲ガメ用|肉食用|雑食用,,,,40,false,1,
psq-frog-carnivore-food,reptile_amphibian,frog,,reptile_amphibian_supplies,reptile_food,カエル 肉食 専用フード,観賞魚用|リクガメ用|草食用,,,,40,false,1,
psq-axolotl-carnivore-food,reptile_amphibian,axolotl,,reptile_amphibian_supplies,reptile_food,ウーパールーパー 肉食 フード,観賞魚用|リクガメ用|草食用,,,,95,true,5,
psq-tortoise-uv-replacement,reptile_amphibian,tortoise,,uv_lighting,uv_lighting,リクガメ用 紫外線ライト 交換球,照明器具本体|水槽用|植物用,,,,90,true,4,
psq-gecko-uv-replacement,reptile_amphibian,gecko,,uv_lighting,uv_lighting,ヤモリ用 紫外線ライト 交換球,照明器具本体|水槽用|植物用,,,,85,true,4,
psq-tortoise-heat-lamp,reptile_amphibian,tortoise,,heat_lamp,heat_lamp,リクガメ用 保温球,照明器具本体|小動物用|鳥用,,,,90,true,4,
psq-gecko-heat-lamp,reptile_amphibian,gecko,,heat_lamp,heat_lamp,ヤモリ用 保温球,照明器具本体|小動物用|鳥用,,,,90,true,4,
psq-aquatic-turtle-filter-replacement,reptile_amphibian,aquatic_turtle,,filter_media,filter_media,水棲ガメ用 フィルター交換材,観賞魚専用|海水用,,,,90,true,4,
psq-axolotl-filter-replacement,reptile_amphibian,axolotl,,filter_media,filter_media,ウーパールーパー用 フィルター交換材,観賞魚専用|海水用,,,,85,true,4,
psq-stag-beetle-larva-mat,insect,stag_beetle,,insect_supplies,insect_bedding,クワガタ 幼虫用 マット,成虫用|カブトムシ専用|通常飼育マット,,,,100,true,5,
psq-rhinoceros-beetle-adult-mat,insect,rhinoceros_beetle,,adult_mat,adult_mat,カブトムシ 成虫用 マット,幼虫用|クワガタ専用|菌糸ビン,,,,100,true,5,
psq-stag-beetle-adult-mat,insect,stag_beetle,,adult_mat,adult_mat,クワガタ 成虫用 マット,幼虫用|カブトムシ専用|菌糸ビン,,,,100,true,5,
psq-rhinoceros-beetle-fermented-mat,insect,rhinoceros_beetle,,fermented_mat,fermented_mat,カブトムシ 幼虫用 発酵マット,成虫用|クワガタ専用|通常マット,,,,100,true,5,
psq-stag-beetle-fermented-mat,insect,stag_beetle,,fermented_mat,fermented_mat,クワガタ 幼虫用 発酵マット,成虫用|カブトムシ専用|菌糸ビン,,,,100,true,5,
psq-rhinoceros-beetle-spawning-wood,insect,rhinoceros_beetle,,spawning_wood,spawning_wood,カブトムシ 産卵木,クワガタ専用|飼育木|止まり木,,,,95,true,5,
psq-stag-beetle-spawning-wood,insect,stag_beetle,,spawning_wood,spawning_wood,クワガタ 産卵木,カブトムシ専用|飼育木|止まり木,,,,100,true,5,
psq-stag-beetle-burial-mat,insect,stag_beetle,,burial_mat,burial_mat,クワガタ 産卵用 埋め込みマット,成虫飼育用|カブトムシ専用|菌糸ビン,,,,100,true,5,
psq-rhinoceros-beetle-case-bedding,insect,rhinoceros_beetle,,case_bedding,case_bedding,カブトムシ 成虫 飼育ケース用 床材,幼虫用|クワガタ専用|菌糸ビン,,,,95,true,5,
psq-stag-beetle-case-bedding,insect,stag_beetle,,case_bedding,case_bedding,クワガタ 成虫 飼育ケース用 床材,幼虫用|カブトムシ専用|菌糸ビン,,,,95,true,5,
psq-rhinoceros-beetle-leaf-mold,insect,rhinoceros_beetle,,leaf_mold,leaf_mold,カブトムシ 幼虫用 腐葉土,園芸用|成虫用|クワガタ専用,,,,95,true,5,
psq-rhinoceros-beetle-honey,insect,rhinoceros_beetle,,insect_honey,insect_honey,カブトムシ 成虫用 昆虫蜜,幼虫用|活餌用|クワガタ専用,,,,90,true,4,
psq-stag-beetle-honey,insect,stag_beetle,,insect_honey,insect_honey,クワガタ 成虫用 昆虫蜜,幼虫用|活餌用|カブトムシ専用,,,,90,true,4,
psq-feeder-cricket-calcium,insect,cricket,,calcium,calcium,活餌用 コオロギ カルシウム剤,観賞昆虫用|爬虫類本体用|鳥用,,,,90,true,4,
psq-rhinoceros-beetle-hydration,insect,rhinoceros_beetle,,hydration,hydration,カブトムシ 成虫用 給水用品,幼虫用|クワガタ専用|小動物用,,,,90,true,4,
psq-stag-beetle-humidity,insect,stag_beetle,,humidity,humidity,クワガタ 飼育用 保湿用品,カブトムシ専用|小動物用|爬虫類用,,,,90,true,4,
psq-rhinoceros-beetle-deodorizer,insect,rhinoceros_beetle,,deodorizer,deodorizer,カブトムシ 飼育用 消臭用品,クワガタ専用|小動物用|犬用,,,,85,true,4,
psq-stag-beetle-deodorizer,insect,stag_beetle,,deodorizer,deodorizer,クワガタ 飼育用 消臭用品,カブトムシ専用|小動物用|犬用,,,,85,true,4,
